"statement_id","provision_id","source_excerpt_max_25_words","modality","modality_strength","addressee_actor","addressee_legal_role","action","governed_object","object_granularity","beneficiary_or_right_holder","purpose","trigger_conditions","cumulative_or_alternative_conditions","exceptions_derogations","required_information","required_form_or_format","required_control","required_evidence","supervisory_or_decision_actor","consequence_or_remedy","cross_instrument_dependency"
"REQ-DGA-005-019","LAW-EU-2022-0868-A005-P04-S03","reserve the right to prohibit the use of results that contain information jeopardising the rights and interests of third parties","POWER","SOURCE_CONTROLLED_POWER","ACT-DGA-PUBLIC-SECTOR-BODY","Public-sector body exercising or documenting the Article 5(4) result-prohibition power.","Prohibit the use of processing results that contain information jeopardising the rights or interests of third parties.","OBJ-DGA-PROCESSING-RESULT","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Re-use is allowed under Article 5(3)(b) or (c) and the result contains jeopardising information","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","The power is limited to results meeting the stated third-party-rights or interests condition","Processing result, jeopardising information, affected third-party right or interest, and prohibition decision","Prohibition decision and supporting assessment","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-005-020","LAW-EU-2022-0868-A005-P04-S04","The decision to prohibit the use of the results shall be comprehensible and transparent to the re-user","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Public-sector body exercising or documenting the Article 5(4) result-prohibition power.","Ensure that a decision prohibiting the use of processing results is comprehensible and transparent to the re-user.","OBJ-DGA-REUSE-DECISION","One versioned Article 5 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","The public-sector body prohibits use of a processing result under Article 5(4)","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","The obligation concerns the prohibition decision and does not create a separate power to prohibit","Decision, reasons, affected results, addressee, comprehensibility and transparency","Reasoned prohibition decision communicated to the re-user","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-006-001","LAW-EU-2022-0868-A006-P01","may charge fees for allowing the re-use of such data","PERMISSION","SOURCE_CONTROLLED_PERMISSION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 6 operation.","Charge a re-use fee within Article 6 limits.","OBJ-DGA-FEE","One versioned Article 6 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","The body allows qualifying re-use","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Charging is optional","Fee amount, basis, payer and transaction","Fee schedule","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-006-002","LAW-EU-2022-0868-A006-P02","fees shall be transparent, non-discriminatory, proportionate and objectively justified","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 6 operation.","Set fees transparently and without discrimination, disproportionality or unjustified competition restriction.","OBJ-DGA-FEE","One versioned Article 6 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A fee is charged","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Substantive fairness remains reviewable","Amount, methodology, justification and comparator categories","Published fee methodology","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-006-003","LAW-EU-2022-0868-A006-P03","fees can also be paid online through widely available cross-border payment services","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 6 operation.","Enable non-discriminatory online cross-border payment.","OBJ-DGA-FEE","One versioned Article 6 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A fee is payable","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","No specific provider is mandated","Payment channels and discrimination-relevant locations","Payment-service description","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-006-004","LAW-EU-2022-0868-A006-P04","shall take measures to provide incentives for re-use for non-commercial purposes and by SMEs","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 6 operation.","Provide proportionate reuse incentives and publish any beneficiary categories and criteria.","OBJ-DGA-FEE","One versioned Article 6 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Fees are charged","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Discount or zero fee remains permitted, not universally required","Discount category, criterion and State-aid condition","Public incentive and eligibility record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-006-005","LAW-EU-2022-0868-A006-P05","fees shall be derived from the costs and limited to the necessary costs","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Instrument-specific DGA role for the bounded Article 6 operation.","Limit fees to the listed necessary request-processing costs.","OBJ-DGA-FEE","One versioned Article 6 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A fee is calculated","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Only Article 6(5) categories enter the ceiling","Cost category, amount, allocation and calculation","Cost ledger","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-006-006","LAW-EU-2022-0868-A006-P06","criteria and methodology for calculating fees shall be laid down and published","EVIDENCE_DUTY","SOURCE_CONTROLLED_EVIDENCE_DUTY","ACT-DGA-MEMBER-STATE","Instrument-specific DGA role for the bounded Article 6 operation.","Lay down and publish fee criteria and methodology; publish main cost categories and allocation rules.","OBJ-DGA-FEE","One versioned Article 6 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Fees may be charged","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","National methodology controls within EU limits","Methodology, cost categories, allocation rules and publication URL","Public fee-method record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-007-001","LAW-EU-2022-0868-A007-P01","each Member State shall designate one or more competent bodies","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-MEMBER-STATE","Instrument-specific DGA role for the bounded Article 7 operation.","Designate competent bodies to assist access-granting public-sector bodies.","OBJ-DGA-COMPETENCE-ARRANGEMENT","One versioned Article 7 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Chapter II assistance functions are required","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Existing bodies or internal services may be used","Body identity, sector, mandate and designation source","Authority register","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-007-002","LAW-EU-2022-0868-A007-P02","competent bodies may be empowered to grant access","POWER","SOURCE_CONTROLLED_POWER","ACT-DGA-COMPETENT-BODY","Instrument-specific DGA role for the bounded Article 7 operation.","Grant or refuse access only where Union or national law confers that power.","OBJ-DGA-REUSE-DECISION","One versioned Article 7 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A separate law grants access competence","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Articles 4, 5, 6 and 9 apply","Legal competence, request and decision","Authority and decision record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-007-003","LAW-EU-2022-0868-A007-P03","shall have adequate legal, financial, technical and human resources","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-MEMBER-STATE","Instrument-specific DGA role for the bounded Article 7 operation.","Ensure competent bodies possess adequate resources and legal and technical knowledge.","OBJ-DGA-COMPETENCE-ARRANGEMENT","One versioned Article 7 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A competent body is designated","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Adequacy requires contextual review","Resource categories and assigned capacity","Resource assessment","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-007-004","LAW-EU-2022-0868-A007-P04","assistance shall include, where necessary","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-COMPETENT-BODY","Instrument-specific DGA role for the bounded Article 7 operation.","Provide necessary secure-environment, data-structuring, privacy, consent and contract-assessment assistance.","OBJ-DGA-SUPPORT-SERVICE","One versioned Article 7 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Assistance is necessary for a request","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","The listed functions are condition-dependent","Assistance type, recipient, request and outcome","Service catalogue and assistance event","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-007-005","LAW-EU-2022-0868-A007-P05","Each Member State shall notify the Commission of the identity","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-MEMBER-STATE","Instrument-specific DGA role for the bounded Article 7 operation.","Notify the Commission of designated competent bodies and later identity changes.","OBJ-DGA-COMPETENCE-ARRANGEMENT","One versioned Article 7 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Designation or change occurs","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Initial deadline was 24 September 2023","Body identity, designation and change date","Notification record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-008-001","LAW-EU-2022-0868-A008-P01-S01","all relevant information concerning the application of Articles 5 and 6 is available and easily accessible","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-MEMBER-STATE","Instrument-specific DGA role for the bounded Article 8 operation.","Provide accessible Article 5 and 6 information through a designated single information point.","OBJ-DGA-SINGLE-INFORMATION-POINT","One versioned Article 8 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Articles 5 and 6 information exists","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Automation requires adequate public-sector support","Point identity, accessible information and linked points","Portal and responsibility record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-008-002","LAW-EU-2022-0868-A008-P02-S01","shall be competent to receive enquiries or requests and shall transmit them","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-SINGLE-INFORMATION-POINT","Instrument-specific DGA role for the bounded Article 8 operation.","Receive and route re-use enquiries and requests to the competent body.","OBJ-DGA-REUSE-REQUEST","One versioned Article 8 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A qualifying request or enquiry is received","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Automation is used where possible and appropriate","Request identifier, submitter, recipient, routing event and status","Request-routing record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-008-003","LAW-EU-2022-0868-A008-P02-S02","shall make available by electronic means a searchable asset list","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-SINGLE-INFORMATION-POINT","Instrument-specific DGA role for the bounded Article 8 operation.","Publish a searchable electronic list of available data resources.","OBJ-DGA-ASSET-LIST","One versioned Article 8 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Qualifying resources are available for re-use","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","At least format, size and re-use conditions are mandatory","Resource identity, format, size, conditions, sectoral source and request route","DCAT-compatible searchable catalogue","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-008-004","LAW-EU-2022-0868-A008-P03","may establish a separate, simplified and well-documented information channel for SMEs","PERMISSION","SOURCE_CONTROLLED_PERMISSION","ACT-DGA-SINGLE-INFORMATION-POINT","Instrument-specific DGA role for the bounded Article 8 operation.","Provide a simplified documented SME and start-up request channel.","OBJ-DGA-SME-CHANNEL","One versioned Article 8 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","The point elects to address SME needs","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Separate channel is optional","Channel, audience, documentation and supported request","Channel description","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-008-005","LAW-EU-2022-0868-A008-P04","The Commission shall establish a European single access point","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-EU-COMMISSION","Instrument-specific DGA role for the bounded Article 8 operation.","Maintain a European searchable register federating national information-point resources and request guidance.","OBJ-DGA-EUROPEAN-ACCESS-POINT","One versioned Article 8 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","National points expose data and guidance","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","European access does not decide national requests","National source, resource record and request instructions","Federated DCAT-compatible register","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-009-001","LAW-EU-2022-0868-A009-P01-S01","shall adopt a decision on the request within two months","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Competent public-sector body or competent body deciding an Article 9 re-use request.","Decide a request for re-use of Article 3(1) data within two months from receipt unless national law establishes a shorter time limit.","OBJ-DGA-REUSE-REQUEST","One versioned Article 9 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A request for re-use of data referred to in Article 3(1) is received","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","A shorter time limit established in accordance with national law applies instead","Receipt date, applicable deadline, decision and competent body","Decision and deadline record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-009-002","LAW-EU-2022-0868-A009-P01-S02","period may be extended by up to 30 days","PERMISSION","SOURCE_CONTROLLED_PERMISSION","ACT-DGA-PUBLIC-SECTOR-BODY","Competent public-sector body or competent body deciding an Article 9 re-use request.","Extend the two-month decision period by no more than 30 days for an exceptionally extensive and complex re-use request.","OBJ-DGA-REUSE-REQUEST","One versioned Article 9 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","The request for re-use is exceptionally extensive and complex","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","The extension cannot exceed 30 days","Complexity and extent grounds, original deadline, extension and revised deadline","Extension decision","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-009-003","LAW-EU-2022-0868-A009-P02","shall have an effective right of redress","RIGHT","SOURCE_CONTROLLED_RIGHT","ACT-DGA-REUSER","Instrument-specific DGA role for the bounded Article 9 operation.","Provide an effective national redress route against a directly affecting decision.","OBJ-DGA-REUSE-DECISION","One versioned Article 9 governed object or event.","ACT-DGA-PUBLIC-SECTOR-BODY","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","A person is directly affected by an Article 9(1) decision","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","National law defines the route; review must be impartial and binding","Decision, affected person, review body and remedy status","Redress and review record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-009-004","LAW-EU-2022-0868-A009-P01-S03","shall notify the applicant as soon as possible","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-PUBLIC-SECTOR-BODY","Competent public-sector body or competent body deciding an Article 9 re-use request.","Notify the applicant as soon as possible that additional time is needed and give the reasons for the delay.","OBJ-DGA-REUSE-REQUEST","One versioned Article 9 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","The decision period is extended for an exceptionally extensive and complex re-use request","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Notification and reasons are mandatory when the extension is used","Applicant, extension, notification time and reasons for delay","Reasoned extension notice","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-029-001","LAW-EU-2022-0868-A029-P01","The Commission shall establish a European Data Innovation Board in the form of an expert group","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-EU-COMMISSION","Instrument-specific DGA role for the bounded Article 29 operation.","Establish EDIB with the required institutional representation.","OBJ-DGA-EDIB-GOVERNANCE","One versioned Article 29 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","The DGA applies","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Representation does not imply endorsement of individual mappings","Membership, represented authority and appointment balance","Membership register","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-029-002","LAW-EU-2022-0868-A029-P02","shall consist of at least the following three subgroups","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-EU-COMMISSION","Instrument-specific DGA role for the bounded Article 29 operation.","Maintain governance, technical-standardisation and stakeholder subgroups with the stated task links.","OBJ-DGA-EDIB-GOVERNANCE","One versioned Article 29 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","EDIB operates","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","At least the three statutory subgroups are required","Subgroup identity, membership class and task assignment","Subgroup register","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-029-003","LAW-EU-2022-0868-A029-P03","The Commission shall chair the meetings","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-EU-COMMISSION","Instrument-specific DGA role for the bounded Article 29 operation.","Chair EDIB meetings.","OBJ-DGA-EDIB-GOVERNANCE","One versioned Article 29 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","An EDIB meeting occurs","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Chairing does not determine substantive outcome","Meeting, chair and date","Meeting provenance record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-029-004","LAW-EU-2022-0868-A029-P04","shall be assisted by a secretariat provided by the Commission","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-EU-COMMISSION","Instrument-specific DGA role for the bounded Article 29 operation.","Provide the EDIB secretariat.","OBJ-DGA-EDIB-GOVERNANCE","One versioned Article 29 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","EDIB operates","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","No particular technical implementation is prescribed","Secretariat identity and support function","Institutional responsibility record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-DGA-COMPETENT-BODY","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-030-001","LAW-EU-2022-0868-A030-PTA","advise and assist the Commission with regard to developing a consistent practice","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-EDIB","Instrument-specific DGA role for the bounded Article 30 operation.","Advise the Commission on consistent public-sector handling of protected-data re-use requests.","OBJ-DGA-EDIB-OUTPUT","One versioned Article 30 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Article 30(a) task is exercised","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Advice does not replace the competent body's decision","Advice, target practice, request stage and source evidence","Versioned advice record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-EU-COMMISSION","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-030-002","LAW-EU-2022-0868-A030-PTD","developing consistent guidelines on how to best protect commercially sensitive non-personal data","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-EDIB","Instrument-specific DGA role for the bounded Article 30 operation.","Support consistent guidance protecting commercially sensitive and IP-protected non-personal data.","OBJ-DGA-EDIB-OUTPUT","One versioned Article 30 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Article 30(d) task is exercised","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Guidance remains distinct from binding law","Guideline scope, protected interest and threat","Versioned guideline record","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-EU-COMMISSION","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
"REQ-DGA-030-003","LAW-EU-2022-0868-A030-PTF","prioritisation of cross-sector standards to be used and developed","OBLIGATION","SOURCE_CONTROLLED_OBLIGATION","ACT-DGA-EDIB","Instrument-specific DGA role for the bounded Article 30 operation.","Advise on cross-sector standard priorities while distinguishing cross-sectoral and sectoral practices.","OBJ-DGA-STANDARDISATION-ADVICE","One versioned Article 30 governed object or event.","ACT-DGA-REUSER","Operationalise the DGA public-sector re-use and institutional governance spine without inferring downstream-use authority.","Standardisation organisations provide relevant input","The recorded trigger and all express cumulative conditions must be established from attributable evidence.","Priority does not create harmonised-standard status","Standard identifier, status, sector, priority and rationale","Versioned standards register and advice","Verify authority, scope, trigger, version, completeness, provenance and retained legal limitations.","Authoritative source; role and object evidence; dated decision, publication, notice, contract, control or institutional record as applicable.","ACT-EU-COMMISSION","Non-performance or defective exercise requires qualified legal or institutional review; metadata does not determine compliance or remedy.","NONE_IDENTIFIED"
